00000128.jpg,downdog,371.84716,390.31965,0.21649,353.48891,397.38871,-35.04172,351.1923,396.23137,-35.07444,348.65141,394.93967,-35.47355,353.54306,395.42561,10.02325,351.61605,393.56578,10.0189,349.85794,391.29428,9.94207,335.03216,373.72676,-124.27581,338.72945,369.91214,80.16163,373.427,369.8686,-26.52352,374.17421,369.1024,32.15505,345.32721,304.61269,-171.60702,365.64542,297.01827,157.22747,256.81738,401.56354,-327.22788,257.54628,379.31132,242.56548,132.4783,475.80198,-292.5505,152.50711,456.67316,62.55357,89.36831,489.33166,-334.4318,118.51974,455.63729,59.48059,87.5137,480.23983,-307.48387,108.14079,464.85269,22.12932,106.34405,476.36211,-281.9822,123.15433,469.53174,44.0357,531.50452,70.55567,-142.02374,533.74959,81.32577,142.3626,650.52875,263.12159,-94.44541,631.91321,273.82029,157.91954,748.67208,435.7552,-74.07457,739.72308,429.88144,252.99074,781.18786,463.01777,-78.88233,770.89868,454.7814,256.17436,682.86334,504.75037,-184.41969,692.54956,495.99586,185.22864
00000129.jpg,downdog,254.07877,330.63487,-70.27736,238.84882,329.86177,-102.9807,237.89488,328.28179,-103.02631,236.81169,326.59172,-103.30559,238.33148,327.95184,-52.25347,237.22844,325.57226,-52.30331,236.29479,322.85755,-52.4332,233.83092,307.26354,-183.74821,234.79048,303.02743,49.03047,262.20553,317.24105,-96.84745,261.86147,316.02493,-29.81603,266.26588,265.93421,-259.32339,279.16297,261.22639,154.65963,198.37389,350.29212,-443.7226,206.46008,336.11623,244.7797,108.34461,411.7202,-442.51477,136.83478,395.35949,51.79264,73.77609,421.23872,-497.48437,114.4787,394.74267,56.48621,73.72954,411.28326,-459.3937,104.80911,397.06738,10.99814,89.79135,409.44381,-428.3762,114.68243,401.25544,30.15671,431.95659,101.5341,-157.9346,432.12153,109.17381,158.37887,517.95344,252.76795,-125.73585,512.97456,262.73255,179.67228,597.66941,388.3043,-85.92278,592.9377,383.0951,265.83074,626.4106,413.12577,-88.94678,618.76582,404.64583,269.45249,533.23314,441.15268,-190.42401,541.10219,440.10107,204.87353
00000130.jpg,downdog,495.17019,578.11415,-89.19945,464.72518,586.34573,-141.57816,461.12655,583.76085,-141.50859,457.25927,580.83952,-142.06654,466.08424,584.42571,-69.1011,463.8544,581.80639,-69.1691,461.9707,578.50092,-69.35077,438.20647,548.45649,-264.9314,446.56109,545.92952,70.05182,498.01115,548.57398,-125.12662,500.58589,549.71569,-28.36384,452.72734,456.21264,-312.92388,478.18165,451.4325,221.3373,318.68269,615.17954,-567.83077,348.08972,583.01736,388.006,166.62469,730.66244,-504.08149,208.48124,688.40182,50.87211,114.64248,745.05404,-565.09455,165.84735,683.48787,65.53229,112.60056,728.72003,-504.29245,150.89278,695.61925,-13.38248,135.63058,725.30407,-476.94415,171.39015,703.23921,19.40109,792.73825,179.87921,-218.49495,790.13515,198.84417,218.64204,880.09965,470.01294,-187.7328,863.57117,494.19652,268.74248,1070.42685,659.03735,-65.91624,1035.92398,629.47047,485.76719,1119.24534,691.85107,-65.00646,1076.92137,654.00966,497.88408,984.62405,731.0757,-165.69968,984.10084,696.95009,455.01691
00000131.jpg,downdog,248.73156,190.51706,-34.93128,244.43396,199.66024,-60.71437,245.88769,200.60341,-60.66525,247.11165,201.36054,-60.76151,240.97023,196.25168,-47.54139,239.39893,194.97703,-47.50776,237.95399,193.57629,-47.70352,246.04386,191.36956,-140.74653,234.07322,182.90291,-83.71919,253.61504,181.568,-61.37306,249.34127,178.78131,-47.34443,260.9356,143.97185,-203.52971,224.11013,128.90625,-57.64452,205.11927,220.57768,-289.82526,152.84657,181.49522,-68.64172,146.08864,274.67861,-408.25625,83.44637,226.73647,-122.74804,136.70711,286.70863,-462.6321,56.75057,224.304,-142.28532,118.36615,280.33913,-464.63078,60.16597,232.92358,-180.21425,121.1354,276.86965,-416.02423,78.42745,237.65767,-140.50476,358.64452,22.7296,-74.90456,328.42457,26.52542,75.18056,387.64411,124.99207,45.53608,358.07433,137.12599,133.9834,422.19316,212.05509,162.44918,388.30198,210.21915,296.16445,433.97232,229.07321,163.29613,399.28299,224.57317,302.10491,391.29859,232.01222,66.21606,370.05176,235.87959,215.2225
00000132.png,downdog,895.12896,496.48713,10.41082,927.00462,507.90628,29.13845,931.36289,506.31886,29.3976,935.54363,505.20031,29.08664,924.98313,504.73608,-42.02595,929.30951,501.04996,-42.05373,933.23043,497.22775,-42.2985,961.48636,480.9082,120.96756,956.74532,471.26865,-193.87339,896.78564,473.01105,57.36519,896.09329,469.41166,-35.02792,949.79168,387.0898,255.37732,941.70646,397.1064,-284.96191,1031.30435,505.63328,404.84527,1026.08647,537.30756,-519.58203,1143.18735,596.64943,128.7852,1161.05933,646.40157,-458.24055,1181.0063,601.02588,113.54629,1203.11048,663.68288,-518.6316,1188.89782,609.46831,56.3465,1211.57901,653.93341,-456.74474,1172.2969,614.31321,93.3743,1195.48665,650.74473,-432.53782,660.75328,151.57722,203.56546,643.88512,145.4269,-203.21224,567.09039,407.53901,238.84357,576.9643,408.89788,-113.68735,471.46119,619.00956,399.63802,462.46919,639.37036,2.65938,435.62995,655.84035,409.48133,416.49934,674.58242,5.76458,558.75276,682.53023,318.64993,569.84948,703.60631,-107.38247
00000133.jpg,downdog,587.19982,565.98378,-39.72676,569.45518,572.35658,-72.61806,567.2168,571.49501,-72.66629,564.77562,570.51414,-73.00027,569.50768,569.94963,-26.30372,567.5771,567.96965,-26.25964,565.79479,565.62806,-26.22792,550.26501,551.5732,-155.34671,552.91496,545.56844,56.82744,587.25471,547.84587,-65.50622,587.58263,546.11054,-4.36171,554.95373,492.65099,-195.25478,574.27643,483.17528,135.5942,489.25205,582.09424,-357.68791,503.87314,561.06341,234.49549,403.79852,654.81056,-324.0274,439.43569,634.01404,53.40899,369.49017,666.51564,-363.68031,415.30521,633.6557,57.58482,368.55698,657.61242,-331.05358,406.03477,640.53391,16.41057,383.75576,654.90004,-310.31179,418.08083,644.77,35.34625,700.5262,294.55569,-131.4519,704.18915,303.05258,132.01315,803.14941,445.59435,-108.34344,796.47423,453.81766,157.02181,890.74692,601.04824,-96.60801,880.91156,586.58019,219.43518,923.57895,630.66133,-102.95366,910.74249,611.20372,219.47517,819.12598,659.20994,-194.68452,820.65147,645.8313,156.28057
00000134.jpg,downdog,793.82682,820.34045,-158.92633,751.63767,837.82402,-218.98467,744.84102,832.95032,-218.92934,737.69372,827.59909,-219.92683,757.50225,841.36516,-124.89712,755.53187,840.6466,-125.16779,754.08959,839.11005,-125.4564,704.99928,793.21622,-337.61534,728.03058,807.69312,99.03528,788.73532,782.05044,-185.89403,796.61403,789.49267,-59.92224,697.21462,695.32222,-389.1889,721.21471,671.33253,339.82309,500.99251,912.63115,-788.18345,535.76216,832.30827,588.25397,251.38628,1064.41538,-765.31843,370.6038,973.36031,64.60681,160.82746,1079.10828,-875.28782,310.31211,964.24421,91.26361,156.45431,1054.97342,-786.61851,291.62522,983.15927,-26.14314,198.42327,1053.00906,-726.40013,320.75613,995.66744,21.35786,1176.42004,283.45077,-322.89016,1165.15829,299.82866,323.18341,1481.85559,649.69349,-280.48219,1423.33716,639.93475,380.93817,1782.46212,970.81353,-229.61093,1684.25677,889.83961,667.04838,1866.76761,1032.7764,-243.88674,1761.45269,939.52812,679.80081,1632.79463,1084.94727,-510.62692,1569.22791,1005.21765,515.45234
00000135.jpg,downdog,348.79979,189.01359,-49.06275,354.19582,185.3299,-51.95513,355.07559,185.53401,-51.92028,356.04465,185.76711,-51.92125,351.81988,184.60404,-47.32891,351.20473,184.02541,-47.24801,350.52541,183.54689,-47.31376,355.2775,187.94491,-39.24494,347.17891,184.1045,-16.26642,345.73553,193.83523,-42.66854,342.75988,192.19928,-35.8263,343.96791,209.68577,-58.24501,322.12418,201.43592,7.09222,374.62542,198.62414,-107.03963,355.9463,158.37332,-39.10669,408.37233,204.68831,-145.44569,391.31953,164.98071,-86.5338,419.96402,203.21474,-165.58619,399.9282,167.35877,-107.04871,420.63575,205.01246,-171.64734,401.24502,170.4571,-107.98983,416.1164,205.92125,-151.22693,397.43997,169.93754,-90.57859,262.63824,302.94152,-38.37309,245.56092,299.60221,38.30828,189.74626,362.5037,-41.87108,184.27729,371.87315,25.01202,130.74895,434.47162,-24.39035,132.72996,441.97712,56.56458,128.47323,444.5151,-24.59953,132.08429,455.06526,56.72692,91.98459,449.56723,-89.40452,94.26545,451.16315,-2.1244
00000137.jpg,downdog,336.59234,335.68808,36.32062,323.26941,344.91599,9.48232,321.0281,344.53705,9.49574,318.57259,344.06775,9.2162,323.94247,343.15318,41.41974,322.30795,341.92151,41.35055,320.79813,340.35188,41.34826,303.04722,330.37227,-68.45815,308.28502,326.50268,79.94313,334.00148,320.21296,12.17294,334.76455,318.74695,54.63092,298.1676,271.02941,-101.963,317.28808,271.69546,117.92832,240.54886,356.62642,-215.36617,247.70071,335.3352,189.29549,147.72165,417.90301,-189.6763,176.46203,399.97581,64.53663,114.7797,429.07536,-217.95824,152.01634,402.48263,65.97331,112.73284,422.052,-199.50323,144.36935,410.49993,38.61288,128.05246,419.74422,-182.71844,155.67261,412.20719,51.78018,471.78545,86.20819,-99.80733,474.48766,99.99073,100.18417,558.59285,237.11121,-59.72424,557.56537,252.03061,122.90416,647.03452,381.37352,-22.04854,648.74123,380.73644,210.1642,674.07019,404.43847,-22.16244,674.19155,397.76123,213.3026,597.51435,434.59517,-77.47062,618.37963,441.74719,174.2441
00000138.jpg,downdog,418.84798,476.18436,-3.24353,404.50138,488.85092,-38.41436,402.64621,488.492,-38.42209,400.48474,487.97715,-38.90035,402.24808,486.28671,6.79145,399.18357,484.75371,6.72407,396.27987,482.77663,6.7734,382.42918,469.0755,-138.10262,379.24737,462.79428,69.89819,416.22436,454.37529,-36.20837,414.58261,452.72985,23.43107,370.03207,383.81215,-178.04086,389.28351,383.05678,114.48991,260.70499,477.66775,-329.29307,265.13585,467.67087,186.07549,117.79097,557.88789,-325.268,162.85214,559.42463,-7.40557,68.09598,572.68097,-374.26299,130.1077,562.51886,-15.70499,68.81642,565.61468,-359.31695,120.30867,573.92725,-48.66663,91.11011,561.50893,-322.4881,135.50645,577.02812,-25.02186,574.43422,117.78639,-139.14023,578.62955,138.5098,139.82755,724.47413,314.42004,-108.39529,702.654,334.56833,140.22975,846.0685,524.72016,-115.30851,819.6854,505.63181,234.31969,887.77918,560.24114,-122.89922,856.72837,530.78367,237.0888,774.76925,600.85216,-237.36204,775.47306,590.18221,154.77188
